file,time,bags,width,vertices
./or-100-5-6-UC-40.cnf,0.0200629,1,0,0
./or-100-5-6-UC-50.cnf,0.0301579,1,0,0
./or-100-5-6-UC-60.cnf,0.0186689,1,0,0
./or-100-5-6.cnf,0.0194931,1,0,0
./or-100-5-7-UC-10.cnf,0.0194239,1,0,0
./or-100-5-7-UC-20.cnf,0.0186671,189,4,200
./or-100-5-7-UC-30.cnf,0.019342,191,3,200
./or-100-5-7-UC-40.cnf,0.022169,195,3,200
./or-100-5-7-UC-50.cnf,0.0327461,199,2,200
./or-100-5-7-UC-60.cnf,0.019563,1,0,0
./or-100-5-7.cnf,0.0204861,1,0,0
./or-100-5-8-UC-10.cnf,0.0232211,199,2,200
./or-100-5-8-UC-20.cnf,0.0199159,196,4,200
./or-100-5-8-UC-30.cnf,0.0169571,195,3,200
./or-100-5-8-UC-40.cnf,0.024228,199,2,200
./or-100-5-8-UC-50.cnf,0.021557,198,3,200
./or-100-5-8-UC-60.cnf,0.022649,198,3,200
./or-100-5-8.cnf,0.014873,1,0,0
./or-100-5-9-UC-10.cnf,0.0224759,193,4,200
./or-100-5-9-UC-20.cnf,0.0199081,194,4,200
./or-100-5-9-UC-30.cnf,0.018448,197,4,200
./or-100-5-9-UC-40.cnf,0.0165251,198,2,200
./or-100-5-9-UC-50.cnf,0.0180921,1,0,0
./or-100-5-9-UC-60.cnf,0.0165471,1,0,0
./or-100-5-9.cnf,0.019123,1,0,0
./or-50-10-1-UC-10.cnf,0.0212699,96,3,100
./or-50-10-1-UC-20.cnf,0.012991,97,3,100
./or-50-10-1-UC-30.cnf,0.019044,97,3,100
./or-50-10-1-UC-40.cnf,0.0197199,1,0,0
./or-50-10-1.cnf,0.0183511,1,0,0
./or-50-10-10-UC-10.cnf,0.0124281,1,0,0
./or-50-10-10-UC-20.cnf,0.0232329,98,3,100
./or-50-10-10-UC-30.cnf,0.019495,98,3,100
./or-50-10-10-UC-40.cnf,0.0192159,99,2,100
./or-50-10-10.cnf,0.019897,1,0,0
./or-50-10-2-UC-10.cnf,0.0137399,95,4,100
./or-50-10-2-UC-20.cnf,0.017399,97,3,100
./or-50-10-2-UC-30.cnf,0.0173779,97,3,100
./or-50-10-2-UC-40.cnf,0.0186291,98,3,100
./or-50-10-2.cnf,0.016542,1,0,0
./or-50-10-3-UC-10.cnf,0.0144239,93,4,100
./or-50-10-3-UC-20.cnf,0.0157361,88,4,100
./or-50-10-3-UC-30.cnf,0.021421,93,4,100
./or-50-10-3-UC-40.cnf,0.0188779,97,3,100
./or-50-10-3.cnf,0.0190519,1,0,0
./or-50-10-4-UC-10.cnf,0.019359,96,4,100
./or-50-10-4-UC-20.cnf,0.027883,96,4,100
./or-50-10-4-UC-30.cnf,0.0213801,96,3,100
./or-50-10-4-UC-40.cnf,0.0132739,94,4,100
./or-50-10-4.cnf,0.019425,1,0,0
./or-50-10-5-UC-10.cnf,0.0152049,95,4,100
./or-50-10-5-UC-20.cnf,0.015581,92,4,100
./or-50-10-5-UC-30.cnf,0.0227041,93,4,100
./or-50-10-5-UC-40.cnf,0.015548,96,3,100
./or-50-10-5.cnf,0.014566,1,0,0
./or-50-10-6-UC-10.cnf,0.016776,97,4,100
./or-50-10-6-UC-20.cnf,0.0208631,96,3,100
./or-50-10-6-UC-30.cnf,0.0188841,96,3,100
./or-50-10-6-UC-40.cnf,0.0178581,97,3,100
./or-50-10-6.cnf,0.018658,1,0,0
./or-50-10-7-UC-10.cnf,0.0207851,93,4,100
./or-50-10-7-UC-20.cnf,0.013866,94,4,100
./or-50-10-7-UC-30.cnf,0.020927,97,4,100
./or-50-10-7-UC-40.cnf,0.0130239,97,3,100
./or-50-10-7.cnf,0.012388,1,0,0
./or-50-10-8-UC-10.cnf,0.012511,1,0,0
./or-50-10-8-UC-20.cnf,0.0135171,1,0,0
./or-50-10-8-UC-30.cnf,0.0128939,1,0,0
./or-50-10-8-UC-40.cnf,0.0220611,99,2,100
./or-50-10-8.cnf,0.020553,1,0,0
./or-50-10-9-UC-10.cnf,0.022294,97,4,100
./or-50-10-9-UC-20.cnf,0.020335,95,4,100
./or-50-10-9-UC-30.cnf,0.0133951,97,4,100
./or-50-10-9-UC-40.cnf,0.0145049,93,4,100
./or-50-10-9.cnf,0.017369,1,0,0
./or-50-20-1-UC-10.cnf,0.019164,93,4,100
./or-50-20-1-UC-20.cnf,0.0185689,93,4,100
./or-50-20-1-UC-30.cnf,0.020326,94,4,100
./or-50-20-1-UC-40.cnf,0.018861,96,4,100
./or-50-20-1.cnf,0.014951,1,0,0
./or-50-20-10-UC-10.cnf,0.019882,92,4,100
./or-50-20-10-UC-20.cnf,0.016643,91,4,100
./or-50-20-10-UC-30.cnf,0.0162579,92,4,100
./or-50-20-10-UC-40.cnf,0.015702,95,5,100
./or-50-20-10.cnf,0.0198329,1,0,0
./or-50-20-2-UC-10.cnf,0.0208881,94,4,100
./or-50-20-2-UC-20.cnf,0.019864,92,4,100
./or-50-20-2-UC-30.cnf,0.0173909,93,4,100
./or-50-20-2-UC-40.cnf,0.022688,95,4,100
./or-50-20-2.cnf,0.0202289,1,0,0
./or-50-20-3-UC-10.cnf,0.0132659,87,4,100
./or-50-20-3-UC-20.cnf,0.017832,88,4,100
./or-50-20-3-UC-30.cnf,0.0169689,92,4,100
./or-50-20-3-UC-40.cnf,0.0219871,93,4,100
./or-50-20-3.cnf,0.0176259,1,0,0
./or-50-20-4-UC-10.cnf,0.0192099,94,4,100
./or-50-20-4-UC-20.cnf,0.0198581,91,4,100
./or-50-20-4-UC-30.cnf,0.0197601,90,4,100
./or-50-20-4-UC-40.cnf,0.021192,93,4,100
./or-50-20-4.cnf,0.0205479,1,0,0
./or-50-20-5-UC-10.cnf,0.021291,94,4,100
./or-50-20-5-UC-20.cnf,0.018837,90,4,100
./or-50-20-5-UC-30.cnf,0.014035,90,4,100
./or-50-20-5-UC-40.cnf,0.0134831,91,4,100
./or-50-20-5.cnf,0.022556,1,0,0
./or-50-20-6-UC-10.cnf,0.0213521,94,4,100
./or-50-20-6-UC-20.cnf,0.0171001,87,4,100
./or-50-20-6-UC-30.cnf,0.0167689,92,3,100
./or-50-20-6-UC-40.cnf,0.0183321,95,4,100
./or-50-20-6.cnf,0.025128,1,0,0
./or-50-20-7-UC-10.cnf,0.0179229,96,4,100
./or-50-20-7-UC-20.cnf,0.020296,94,4,100
./or-50-20-7-UC-30.cnf,0.014449,95,3,100
./or-50-20-7-UC-40.cnf,0.0209459,96,2,100
./or-50-20-7.cnf,0.019449,1,0,0
./or-50-20-8-UC-10.cnf,0.0189831,98,3,100
./or-50-20-8-UC-20.cnf,0.0172979,95,3,100
./or-50-20-8-UC-30.cnf,0.018561,94,4,100
./or-50-20-8-UC-40.cnf,0.0219561,95,4,100
./or-50-20-8.cnf,0.019605,1,0,0
./or-50-20-9-UC-10.cnf,0.0220251,97,3,100
./or-50-20-9-UC-20.cnf,0.0197241,96,3,100
./or-50-20-9-UC-30.cnf,0.0154771,97,4,100
./or-50-20-9-UC-40.cnf,0.0228289,94,4,100
./or-50-20-9.cnf,0.0162139,1,0,0
./or-50-5-1-UC-10.cnf,0.015615,97,4,100
./or-50-5-1-UC-20.cnf,0.02188,96,3,100
./or-50-5-1-UC-30.cnf,0.020263,1,0,0
./or-50-5-1-UC-40.cnf,0.0183381,1,0,0
./or-50-5-1.cnf,0.0128711,1,0,0
./or-50-5-10-UC-10.cnf,0.0185661,1,0,0
./or-50-5-10-UC-20.cnf,0.0148181,1,0,0
./or-50-5-10-UC-30.cnf,0.018858,1,0,0
./or-50-5-10-UC-40.cnf,0.0115599,1,0,0
./or-50-5-10.cnf,0.013221,1,0,0
./or-50-5-2-UC-10.cnf,0.022283,98,3,100
./or-50-5-2-UC-20.cnf,0.0195941,98,3,100
./or-50-5-2-UC-30.cnf,0.0178589,99,2,100
./or-50-5-2-UC-40.cnf,0.015627,1,0,0
./or-50-5-2.cnf,0.0134651,1,0,0
./or-50-5-3-UC-10.cnf,0.0188471,96,3,100
./or-50-5-3-UC-20.cnf,0.0169631,97,3,100
./or-50-5-3-UC-30.cnf,0.015538,97,3,100
./or-50-5-3-UC-40.cnf,0.022239,97,3,100
./or-50-5-3.cnf,0.013272,1,0,0
./or-50-5-4-UC-10.cnf,0.0175101,94,4,100
./or-50-5-4-UC-20.cnf,0.02058,90,4,100
./or-50-5-4-UC-30.cnf,0.0143441,91,4,100
./or-50-5-4-UC-40.cnf,0.0169849,93,4,100
./or-50-5-4.cnf,0.013222,1,0,0
./or-50-5-5-UC-10.cnf,0.014563,94,4,100
./or-50-5-5-UC-20.cnf,0.018074,97,3,100
./or-50-5-5-UC-30.cnf,0.015005,1,0,0
./or-50-5-5-UC-40.cnf,0.0180649,1,0,0
./or-50-5-5.cnf,0.0282199,1,0,0
./or-50-5-6-UC-10.cnf,0.020498,1,0,0
./or-50-5-6-UC-20.cnf,0.0146421,1,0,0
./or-50-5-6-UC-30.cnf,0.014856,1,0,0
./or-50-5-6-UC-40.cnf,0.013701,1,0,0
./or-50-5-6.cnf,0.018403,1,0,0
./or-50-5-7-UC-10.cnf,0.0171569,97,4,100
./or-50-5-7-UC-20.cnf,0.017964,95,4,100
./or-50-5-7-UC-30.cnf,0.020362,94,4,100
./or-50-5-7-UC-40.cnf,0.022202,95,4,100
./or-50-5-7.cnf,0.0197291,1,0,0
./or-50-5-8-UC-10.cnf,0.0221011,97,4,100
./or-50-5-8-UC-20.cnf,0.0205951,97,3,100
./or-50-5-8-UC-30.cnf,0.0166749,98,3,100
./or-50-5-8-UC-40.cnf,0.023968,1,0,0
./or-50-5-8.cnf,0.0175161,1,0,0
./or-50-5-9-UC-10.cnf,0.0227789,98,3,100
./or-50-5-9-UC-20.cnf,0.016537,98,3,100
./or-50-5-9-UC-30.cnf,0.0220311,98,3,100
./or-50-5-9-UC-40.cnf,0.0174591,98,3,100
./or-50-5-9.cnf,0.015154,1,0,0
./or-60-10-1-UC-10.cnf,0.0171691,114,4,120
./or-60-10-1-UC-20.cnf,0.0162401,115,4,120
./or-60-10-1-UC-30.cnf,0.0131399,113,4,120
./or-60-10-1-UC-40.cnf,0.0201849,111,4,120
./or-60-10-1.cnf,0.014544,1,0,0
./or-60-10-10-UC-10.cnf,0.0222329,115,4,120
./or-60-10-10-UC-20.cnf,0.0189761,114,4,120
./or-60-10-10-UC-30.cnf,0.0238101,113,3,120
./or-60-10-10-UC-40.cnf,0.0214949,115,3,120
./or-60-10-10.cnf,0.0151771,1,0,0
./or-60-10-2-UC-10.cnf,0.017579,115,4,120
./or-60-10-2-UC-20.cnf,0.014335,112,4,120
./or-60-10-2-UC-30.cnf,0.0189851,115,3,120
./or-60-10-2-UC-40.cnf,0.0190371,115,3,120
./or-60-10-2.cnf,0.0172271,1,0,0
./or-60-10-3-UC-10.cnf,0.0203449,117,4,120
./or-60-10-3-UC-20.cnf,0.024591,110,4,120
./or-60-10-3-UC-30.cnf,0.0164719,109,4,120
./or-60-10-3-UC-40.cnf,0.0173999,111,4,120
./or-60-10-3.cnf,0.0147399,1,0,0
./or-60-10-4-UC-10.cnf,0.018813,1,0,0
./or-60-10-4-UC-20.cnf,0.014676,1,0,0
./or-60-10-4-UC-30.cnf,0.012741,1,0,0
./or-60-10-4-UC-40.cnf,0.0155739,1,0,0
./or-60-10-4.cnf,0.0214911,1,0,0
./or-60-10-5-UC-10.cnf,0.0227819,116,3,120
./or-60-10-5-UC-20.cnf,0.0139889,114,4,120
./or-60-10-5-UC-30.cnf,0.0148409,114,3,120
./or-60-10-5-UC-40.cnf,0.017291,117,3,120
./or-60-10-5.cnf,0.01437,1,0,0
./or-60-10-6-UC-10.cnf,0.021254,114,4,120
./or-60-10-6-UC-20.cnf,0.013337,116,3,120
./or-60-10-6-UC-30.cnf,0.0178271,117,3,120
./or-60-10-6-UC-40.cnf,0.020787,118,2,120
./or-60-10-6.cnf,0.020371,1,0,0
./or-60-10-7-UC-10.cnf,0.02042,118,3,120
./or-60-10-7-UC-20.cnf,0.019155,1,0,0
./or-60-10-7-UC-30.cnf,0.0191361,118,3,120
./or-60-10-7-UC-40.cnf,0.0183099,119,2,120
./or-60-10-7.cnf,0.018178,1,0,0
./or-60-10-8-UC-10.cnf,0.015614,117,3,120
./or-60-10-8-UC-20.cnf,0.0214231,115,3,120
./or-60-10-8-UC-30.cnf,0.01865,115,3,120
./or-60-10-8-UC-40.cnf,0.019668,118,3,120
./or-60-10-8.cnf,0.025888,1,0,0
./or-60-10-9-UC-10.cnf,0.0182801,1,0,0
./or-60-10-9-UC-20.cnf,0.0218121,118,3,120
./or-60-10-9-UC-30.cnf,0.0199701,119,2,120
./or-60-10-9-UC-40.cnf,0.0144671,1,0,0
./or-60-10-9.cnf,0.0214431,1,0,0
./or-60-20-1-UC-10.cnf,0.0217581,115,4,120
./or-60-20-1-UC-20.cnf,0.015834,119,2,120
./or-60-20-1-UC-30.cnf,0.0196349,111,4,120
./or-60-20-1-UC-40.cnf,0.015072,111,4,120
./or-60-20-1.cnf,0.0154769,1,0,0
./or-60-20-10-UC-10.cnf,0.0128041,112,4,120
./or-60-20-10-UC-20.cnf,0.015205,112,4,120
./or-60-20-10-UC-30.cnf,0.019851,113,4,120
./or-60-20-10-UC-40.cnf,0.0130341,113,3,120
./or-60-20-10.cnf,0.019465,1,0,0
./or-60-20-2-UC-10.cnf,0.013716,113,4,120
./or-60-20-2-UC-20.cnf,0.022535,111,4,120
./or-60-20-2-UC-30.cnf,0.0165779,112,4,120
./or-60-20-2-UC-40.cnf,0.0176419,115,4,120
./or-60-20-2.cnf,0.0173399,1,0,0
./or-60-20-3-UC-10.cnf,0.021621,115,4,120
./or-60-20-3-UC-20.cnf,0.015348,114,4,120
./or-60-20-3-UC-30.cnf,0.021895,114,4,120
./or-60-20-3-UC-40.cnf,0.018574,117,3,120
./or-60-20-3.cnf,0.020278,1,0,0
./or-60-20-4-UC-10.cnf,0.0172239,106,4,120
./or-60-20-4-UC-20.cnf,0.018892,109,4,120
./or-60-20-4-UC-30.cnf,0.0233451,110,4,120
./or-60-20-4-UC-40.cnf,0.021544,111,4,120
./or-60-20-4.cnf,0.018042,1,0,0
./or-60-20-5-UC-10.cnf,0.0149409,110,4,120
./or-60-20-5-UC-20.cnf,0.0198639,104,4,120
./or-60-20-5-UC-30.cnf,0.0166641,109,4,120
./or-60-20-5-UC-40.cnf,0.014326,110,4,120
./or-60-20-5.cnf,0.0157901,1,0,0
./or-60-20-6-UC-10.cnf,0.015053,105,4,120
./or-60-20-6-UC-20.cnf,0.0174281,104,5,120
./or-60-20-6-UC-30.cnf,0.0218171,109,4,120
./or-60-20-6-UC-40.cnf,0.0177731,110,4,120
./or-60-20-6.cnf,0.012357,1,0,0
./or-60-20-7-UC-10.cnf,0.0245941,112,4,120
./or-60-20-7-UC-20.cnf,0.021013,102,4,120
./or-60-20-7-UC-30.cnf,0.0191021,110,4,120
./or-60-20-7-UC-40.cnf,0.022538,113,5,120
./or-60-20-7.cnf,0.019123,1,0,0
./or-60-20-8-UC-10.cnf,0.0146811,109,4,120
./or-60-20-8-UC-20.cnf,0.0210871,114,4,120
./or-60-20-8-UC-30.cnf,0.0127771,114,4,120
./or-60-20-8-UC-40.cnf,0.01885,117,3,120
./or-60-20-8.cnf,0.014215,1,0,0
./or-60-20-9-UC-10.cnf,0.023138,117,3,120
./or-60-20-9-UC-20.cnf,0.0222701,117,3,120
./or-60-20-9-UC-30.cnf,0.0212511,117,3,120
./or-60-20-9-UC-40.cnf,0.0212569,117,3,120
./or-60-20-9.cnf,0.0212421,1,0,0
./or-60-5-1-UC-10.cnf,0.0184231,117,3,120
./or-60-5-1-UC-20.cnf,0.0198409,116,3,120
./or-60-5-1-UC-30.cnf,0.0142031,116,3,120
./or-60-5-1-UC-40.cnf,0.014316,118,2,120
./or-60-5-1.cnf,0.018635,1,0,0
./or-60-5-10-UC-10.cnf,0.018221,115,4,120
./or-60-5-10-UC-20.cnf,0.0200979,113,4,120
./or-60-5-10-UC-30.cnf,0.0230131,116,3,120
./or-60-5-10-UC-40.cnf,0.0158781,119,2,120
./or-60-5-10.cnf,0.017535,1,0,0
./or-60-5-2-UC-10.cnf,0.0176579,117,4,120
./or-60-5-2-UC-20.cnf,0.021434,116,3,120
./or-60-5-2-UC-30.cnf,0.0126299,116,3,120
./or-60-5-2-UC-40.cnf,0.0180029,1,0,0
./or-60-5-2.cnf,0.019215,1,0,0
./or-60-5-3-UC-10.cnf,0.0203939,117,4,120
./or-60-5-3-UC-20.cnf,0.0189191,117,4,120
./or-60-5-3-UC-30.cnf,0.0190809,119,2,120
./or-60-5-3-UC-40.cnf,0.013754,1,0,0
./or-60-5-3.cnf,0.0120511,1,0,0
./or-60-5-4-UC-10.cnf,0.0160039,119,2,120
./or-60-5-4-UC-20.cnf,0.0207571,119,2,120
./or-60-5-4-UC-30.cnf,0.0128859,119,2,120
./or-60-5-4-UC-40.cnf,0.0200621,119,2,120
./or-60-5-4.cnf,0.0174389,1,0,0
./or-60-5-5-UC-10.cnf,0.0184259,117,4,120
./or-60-5-5-UC-20.cnf,0.0198841,117,3,120
./or-60-5-5-UC-30.cnf,0.0139731,117,3,120
./or-60-5-5-UC-40.cnf,0.016346,1,0,0
./or-60-5-5.cnf,0.0205501,1,0,0
./or-60-5-6-UC-10.cnf,0.014388,1,0,0
./or-60-5-6-UC-20.cnf,0.0176221,117,3,120
./or-60-5-6-UC-30.cnf,0.0159499,118,3,120
./or-60-5-6-UC-40.cnf,0.0216069,118,3,120
./or-60-5-6.cnf,0.021073,1,0,0
./or-60-5-7-UC-10.cnf,0.0145611,118,3,120
./or-60-5-7-UC-20.cnf,0.0222629,117,3,120
./or-60-5-7-UC-30.cnf,0.0211921,117,2,120
./or-60-5-7-UC-40.cnf,0.0218891,118,2,120
./or-60-5-7.cnf,0.011266,1,0,0
./or-60-5-8-UC-10.cnf,0.0181961,118,3,120
./or-60-5-8-UC-20.cnf,0.0196739,1,0,0
./or-60-5-8-UC-30.cnf,0.0193039,116,3,120
./or-60-5-8-UC-40.cnf,0.0188439,119,2,120
./or-60-5-8.cnf,0.0136149,1,0,0
./or-60-5-9-UC-10.cnf,0.0113309,1,0,0
./or-60-5-9-UC-20.cnf,0.016924,119,2,120
./or-60-5-9-UC-30.cnf,0.0146849,118,2,120
./or-60-5-9-UC-40.cnf,0.013298,119,2,120
./or-60-5-9.cnf,0.0199949,1,0,0
./or-70-10-1-UC-10.cnf,0.0173729,137,4,140
./or-70-10-1-UC-20.cnf,0.0127299,135,4,140
./or-70-10-1-UC-30.cnf,0.0194119,134,4,140
./or-70-10-1-UC-40.cnf,0.0205249,135,3,140
./or-70-10-1.cnf,0.01297,1,0,0
./or-70-10-10-UC-10.cnf,0.0193381,138,3,140
./or-70-10-10-UC-20.cnf,0.013431,1,0,0
./or-70-10-10-UC-30.cnf,0.0200739,1,0,0
./or-70-10-10-UC-40.cnf,0.0194549,1,0,0
./or-70-10-10.cnf,0.017221,1,0,0
./or-70-10-2-UC-10.cnf,0.0148401,134,4,140
./or-70-10-2-UC-20.cnf,0.0144871,133,4,140
./or-70-10-2-UC-30.cnf,0.0155711,135,4,140
./or-70-10-2-UC-40.cnf,0.0145209,139,2,140
./or-70-10-2.cnf,0.020423,1,0,0
./or-70-10-3-UC-10.cnf,0.025806,131,4,140
./or-70-10-3-UC-20.cnf,0.0183349,138,2,140
./or-70-10-3-UC-30.cnf,0.0253511,137,3,140
./or-70-10-3-UC-40.cnf,0.0248701,139,2,140
./or-70-10-3.cnf,0.0145861,1,0,0
./or-70-10-4-UC-10.cnf,0.0209429,133,4,140
./or-70-10-4-UC-20.cnf,0.023859,126,4,140
./or-70-10-4-UC-30.cnf,0.0207569,123,4,140
./or-70-10-4-UC-40.cnf,0.0136281,130,3,140
./or-70-10-4.cnf,0.013761,1,0,0
./or-70-10-5-UC-10.cnf,0.020943,137,4,140
./or-70-10-5-UC-20.cnf,0.023135,134,4,140
./or-70-10-5-UC-30.cnf,0.023399,139,2,140
./or-70-10-5-UC-40.cnf,0.0164089,139,2,140
./or-70-10-5.cnf,0.0205299,1,0,0
./or-70-10-6-UC-10.cnf,0.0235891,138,3,140
./or-70-10-6-UC-20.cnf,0.0146851,134,4,140
./or-70-10-6-UC-30.cnf,0.023076,136,4,140
./or-70-10-6-UC-40.cnf,0.0168481,139,2,140
./or-70-10-6.cnf,0.0207711,1,0,0
./or-70-10-7-UC-10.cnf,0.028448,138,3,140
./or-70-10-7-UC-20.cnf,0.016268,132,3,140
./or-70-10-7-UC-30.cnf,0.023177,133,3,140
./or-70-10-7-UC-40.cnf,0.022913,134,3,140
./or-70-10-7.cnf,0.014318,1,0,0
./or-70-10-8-UC-10.cnf,0.01726,1,0,0
./or-70-10-8-UC-20.cnf,0.0225561,137,3,140
./or-70-10-8-UC-30.cnf,0.0239049,136,3,140
./or-70-10-8-UC-40.cnf,0.016105,137,3,140
./or-70-10-8.cnf,0.0129199,1,0,0
./or-70-10-9-UC-10.cnf,0.0159811,136,3,140
./or-70-10-9-UC-20.cnf,0.0211251,138,3,140
./or-70-10-9-UC-30.cnf,0.0214231,135,3,140
./or-70-10-9-UC-40.cnf,0.0183451,137,2,140
./or-70-10-9.cnf,0.018551,1,0,0
./or-70-20-1-UC-10.cnf,0.020665,128,4,140
./or-70-20-1-UC-20.cnf,0.017234,125,4,140
./or-70-20-1-UC-30.cnf,0.016963,126,4,140
./or-70-20-1-UC-40.cnf,0.018616,131,4,140
./or-70-20-1.cnf,0.014857,1,0,0
./or-70-20-10-UC-10.cnf,0.014378,134,4,140
./or-70-20-10-UC-20.cnf,0.0224009,127,4,140
./or-70-20-10-UC-30.cnf,0.0164641,129,4,140
./or-70-20-10-UC-40.cnf,0.018018,133,4,140
./or-70-20-10.cnf,0.0245151,1,0,0
./or-70-20-2-UC-10.cnf,0.0139621,135,4,140
./or-70-20-2-UC-20.cnf,0.0228599,131,4,140
./or-70-20-2-UC-30.cnf,0.013957,131,4,140
./or-70-20-2-UC-40.cnf,0.0149669,133,4,140
./or-70-20-2.cnf,0.0124101,1,0,0
./or-70-20-3-UC-10.cnf,0.02497,130,4,140
./or-70-20-3-UC-20.cnf,0.021057,125,4,140
./or-70-20-3-UC-30.cnf,0.0219561,123,4,140
./or-70-20-3-UC-40.cnf,0.0310829,132,4,140
./or-70-20-3.cnf,0.0207149,1,0,0
./or-70-20-4-UC-10.cnf,0.0181099,131,4,140
./or-70-20-4-UC-20.cnf,0.013287,129,4,140
./or-70-20-4-UC-30.cnf,0.019467,133,4,140
./or-70-20-4-UC-40.cnf,0.0240609,133,4,140
./or-70-20-4.cnf,0.015411,1,0,0
./or-70-20-5-UC-10.cnf,0.0184299,131,4,140
./or-70-20-5-UC-20.cnf,0.024255,129,4,140
./or-70-20-5-UC-30.cnf,0.0133581,131,4,140
./or-70-20-5-UC-40.cnf,0.018616,133,4,140
./or-70-20-5.cnf,0.0193069,1,0,0
./or-70-20-6-UC-10.cnf,0.0213049,132,4,140
./or-70-20-6-UC-20.cnf,0.014713,132,3,140
./or-70-20-6-UC-30.cnf,0.0129829,138,3,140
./or-70-20-6-UC-40.cnf,0.0194109,138,3,140
./or-70-20-6.cnf,0.0147349,1,0,0
./or-70-20-7-UC-10.cnf,0.022636,135,3,140
./or-70-20-7-UC-20.cnf,0.018494,127,4,140
./or-70-20-7-UC-30.cnf,0.019666,130,4,140
./or-70-20-7-UC-40.cnf,0.0211651,133,5,140
./or-70-20-7.cnf,0.0190051,1,0,0
./or-70-20-8-UC-10.cnf,0.022284,134,4,140
./or-70-20-8-UC-20.cnf,0.0214901,129,4,140
./or-70-20-8-UC-30.cnf,0.0256599,129,4,140
./or-70-20-8-UC-40.cnf,0.0167999,129,6,140
./or-70-20-8.cnf,0.018509,1,0,0
./or-70-20-9-UC-10.cnf,0.017922,137,3,140
./or-70-20-9-UC-20.cnf,0.018205,135,3,140
./or-70-20-9-UC-30.cnf,0.022256,135,3,140
./or-70-20-9-UC-40.cnf,0.0210459,136,2,140
./or-70-20-9.cnf,0.0189491,1,0,0
./or-70-5-1-UC-10.cnf,0.0229331,138,3,140
./or-70-5-1-UC-20.cnf,0.0224859,138,3,140
./or-70-5-1-UC-30.cnf,0.016071,1,0,0
./or-70-5-1-UC-40.cnf,0.014947,1,0,0
./or-70-5-1.cnf,0.0195259,1,0,0
./or-70-5-10-UC-10.cnf,0.021651,134,4,140
./or-70-5-10-UC-20.cnf,0.0200089,138,2,140
./or-70-5-10-UC-30.cnf,0.020886,138,3,140
./or-70-5-10-UC-40.cnf,0.0207419,139,2,140
./or-70-5-10.cnf,0.0196461,1,0,0
./or-70-5-2-UC-10.cnf,0.020905,138,3,140
./or-70-5-2-UC-20.cnf,0.019966,136,3,140
./or-70-5-2-UC-30.cnf,0.019593,1,0,0
./or-70-5-2-UC-40.cnf,0.020199,1,0,0
./or-70-5-2.cnf,0.0187279,1,0,0
./or-70-5-3-UC-10.cnf,0.0210271,1,0,0
./or-70-5-3-UC-20.cnf,0.0153851,1,0,0
./or-70-5-3-UC-30.cnf,0.0205159,138,3,140
./or-70-5-3-UC-40.cnf,0.0190331,1,0,0
./or-70-5-3.cnf,0.0150899,1,0,0
./or-70-5-4-UC-10.cnf,0.0157229,136,4,140
./or-70-5-4-UC-20.cnf,0.015212,136,4,140
./or-70-5-4-UC-30.cnf,0.0248791,133,3,140
./or-70-5-4-UC-40.cnf,0.0224621,137,3,140
./or-70-5-4.cnf,0.0183371,1,0,0
./or-70-5-5-UC-10.cnf,0.0118829,1,0,0
./or-70-5-5-UC-20.cnf,0.023932,137,4,140
./or-70-5-5-UC-30.cnf,0.0184241,138,3,140
./or-70-5-5-UC-40.cnf,0.020532,139,2,140
./or-70-5-5.cnf,0.014116,1,0,0
./or-70-5-6-UC-10.cnf,0.015117,137,4,140
./or-70-5-6-UC-20.cnf,0.0210701,137,4,140
./or-70-5-6-UC-30.cnf,0.0173611,137,4,140
./or-70-5-6-UC-40.cnf,0.0160991,1,0,0
./or-70-5-6.cnf,0.0196711,1,0,0
./or-70-5-7-UC-10.cnf,0.022379,135,4,140
./or-70-5-7-UC-20.cnf,0.019621,135,4,140
./or-70-5-7-UC-30.cnf,0.016075,138,3,140
./or-70-5-7-UC-40.cnf,0.020276,139,2,140
./or-70-5-7.cnf,0.0190261,1,0,0
./or-70-5-8-UC-10.cnf,0.016286,135,4,140
./or-70-5-8-UC-20.cnf,0.0209989,134,4,140
./or-70-5-8-UC-30.cnf,0.020081,137,3,140
./or-70-5-8-UC-40.cnf,0.019058,139,2,140
./or-70-5-8.cnf,0.0152309,1,0,0
./or-70-5-9-UC-10.cnf,0.018109,138,3,140
./or-70-5-9-UC-20.cnf,0.0218109,139,2,140
./or-70-5-9-UC-30.cnf,0.019012,138,2,140
./or-70-5-9-UC-40.cnf,0.013468,1,0,0
./or-70-5-9.cnf,0.0142909,1,0,0
./prob001.pddl.cnf,0.046321,850,12,939
./prob002.pddl.cnf,0.770484,1089,165,1337
./prob003.pddl.cnf,0.444342,1251,119,1413
./prob004.pddl.cnf,0.321911,2088,81,2303
./prob005.pddl.cnf,1.50173,2149,184,2701
./prob012.pddl.cnf,0.86222,1997,138,2324
./ra.cnf,1.06689,1202,34,1236
./rb.cnf,1.68767,1804,51,1854
./rc.cnf,4.25171,2402,68,2472
./s1196a_15_7.cnf,0.0937841,722,38,777
./s1196a_3_2.cnf,0.118679,642,36,690
./s1196a_7_4.cnf,0.128322,653,40,708
./s1238a_15_7.cnf,0.121839,708,44,773
./s1238a_3_2.cnf,0.117616,635,41,686
./s1238a_7_4.cnf,0.131464,651,40,704
./s13207a_15_7.cnf,0.576318,9155,55,9455
