file,time,bags,width,vertices
./90-50-5-q.cnf,0.436044,12180,10,12300
./90-50-6-q.cnf,0.514048,12182,11,12300
./90-50-7-q.cnf,0.0205239,1,0,0
./90-50-8-q.cnf,0.518724,12167,7,12300
./90-50-9-q.cnf,0.583963,12164,14,12300
./brp.pm_14steps_10int_8fract_p1_N=200_MAX=4over.dimacs,0.017939,1,0,0
./brp.pm_14steps_10int_8fract_p1_N=200_MAX=4under.dimacs,0.0140261,1,0,0
./brp.pm_14steps_12int_8fract_p1_N=1000_MAX=4over.dimacs,0.018943,1,0,0
./brp.pm_14steps_12int_8fract_p1_N=1000_MAX=4under.dimacs,0.026635,1,0,0
./brp.pm_14steps_12int_8fract_p1_N=400_MAX=4over.dimacs,0.0158881,1,0,0
./brp.pm_14steps_12int_8fract_p1_N=400_MAX=4under.dimacs,0.0178469,1,0,0
./brp.pm_14steps_12int_8fract_p1_N=600_MAX=4over.dimacs,0.0240549,1,0,0
./brp.pm_14steps_12int_8fract_p1_N=600_MAX=4under.dimacs,0.0130759,1,0,0
./brp.pm_14steps_12int_8fract_p1_N=800_MAX=4over.dimacs,0.0175491,1,0,0
./brp.pm_14steps_12int_8fract_p1_N=800_MAX=4under.dimacs,0.0190211,1,0,0
./brp.pm_14steps_13int_8fract_p1_N=2000_MAX=4over.dimacs,0.0178061,1,0,0
./brp.pm_14steps_13int_8fract_p1_N=2000_MAX=4under.dimacs,0.011536,1,0,0
./brp.pm_14steps_14int_8fract_p1_N=3000_MAX=4over.dimacs,0.0147269,1,0,0
./brp.pm_14steps_14int_8fract_p1_N=3000_MAX=4under.dimacs,0.020569,1,0,0
./brp.pm_14steps_14int_8fract_p1_N=4000_MAX=4over.dimacs,0.013298,1,0,0
./brp.pm_14steps_14int_8fract_p1_N=4000_MAX=4under.dimacs,0.011604,1,0,0
./brp.pm_14steps_14int_8fract_p1_N=5000_MAX=4over.dimacs,0.014897,1,0,0
./brp.pm_14steps_14int_8fract_p1_N=5000_MAX=4under.dimacs,0.0199851,1,0,0
./brp.pm_14steps_22int_8fract_p1_N=1000000_MAX=4over.dimacs,0.0174119,1,0,0
./brp.pm_14steps_22int_8fract_p1_N=1000000_MAX=4under.dimacs,0.0152409,1,0,0
./brp.pm_14steps_22int_8fract_p1_N=100000_MAX=4over.dimacs,0.02516,1,0,0
./brp.pm_14steps_22int_8fract_p1_N=100000_MAX=4under.dimacs,0.0135751,1,0,0
./brp.pm_14steps_22int_8fract_p1_N=10000_MAX=4over.dimacs,0.016005,1,0,0
./brp.pm_14steps_22int_8fract_p1_N=10000_MAX=4under.dimacs,0.0165861,1,0,0
./brp.pm_14steps_26int_8fract_p1_N=10000000_MAX=4over.dimacs,0.0206399,1,0,0
./brp.pm_14steps_26int_8fract_p1_N=10000000_MAX=4under.dimacs,0.017445,1,0,0
./brp.pm_14steps_30int_8fract_p1_N=100000000_MAX=4over.dimacs,0.0171699,1,0,0
./brp.pm_14steps_30int_8fract_p1_N=100000000_MAX=4under.dimacs,0.014154,1,0,0
./brp.pm_14steps_8int_8fract_p1_N=16_MAX=2over.dimacs,13.369,80800,11,81046
./brp.pm_14steps_8int_8fract_p1_N=16_MAX=2under.dimacs,13.9151,80544,10,80710
./brp.pm_14steps_8int_8fract_p1_N=32_MAX=4over.dimacs,0.021299,1,0,0
./brp.pm_14steps_8int_8fract_p1_N=32_MAX=4under.dimacs,0.0189791,1,0,0
./brp.pm_14steps_8int_8fract_p1_N=64_MAX=5over.dimacs,13.2851,80265,11,80483
./brp.pm_14steps_8int_8fract_p1_N=64_MAX=5under.dimacs,13.044,80000,10,80147
./crowds.pm_15steps_8int_7fract_PCTL_TotalRuns=10_CrowdSize=20over.dimacs,0.0130899,1,-1,0
./crowds.pm_15steps_8int_7fract_PCTL_TotalRuns=10_CrowdSize=20under.dimacs,0.0128591,1,-1,0
./crowds.pm_15steps_8int_7fract_PCTL_TotalRuns=3_CrowdSize=5over.dimacs,0.0120209,1,-1,0
./crowds.pm_15steps_8int_7fract_PCTL_TotalRuns=3_CrowdSize=5under.dimacs,0.013163,1,-1,0
./crowds.pm_15steps_8int_7fract_PCTL_TotalRuns=6_CrowdSize=10over.dimacs,0.0161789,1,-1,0
./crowds.pm_15steps_8int_7fract_PCTL_TotalRuns=6_CrowdSize=10under.dimacs,0.0175469,1,-1,0
./crowds_big.pm_15steps_8int_7fract_PCTL_TotalRuns=10_CrowdSize=40over.dimacs,0.0133749,1,0,0
./crowds_big.pm_15steps_8int_7fract_PCTL_TotalRuns=10_CrowdSize=40under.dimacs,0.0189871,1,0,0
./crowds_big.pm_15steps_8int_7fract_PCTL_TotalRuns=20_CrowdSize=40over.dimacs,0.017382,1,0,0
./crowds_big.pm_15steps_8int_7fract_PCTL_TotalRuns=20_CrowdSize=40under.dimacs,0.018432,1,0,0
./crowds_big.pm_15steps_9int_7fract_PCTL_TotalRuns=40_CrowdSize=128over.dimacs,0.013967,1,-1,0
./crowds_big.pm_15steps_9int_7fract_PCTL_TotalRuns=40_CrowdSize=128under.dimacs,0.016717,1,-1,0
./crowds_big.pm_15steps_9int_7fract_PCTL_TotalRuns=60_CrowdSize=128over.dimacs,0.0192099,1,-1,0
./crowds_big.pm_15steps_9int_7fract_PCTL_TotalRuns=60_CrowdSize=128under.dimacs,0.0151719,1,-1,0
./egl.pm_100steps_6int_1fract_unfairA_N=10_L=2over.dimacs,0.013096,1,0,0
./egl.pm_100steps_6int_1fract_unfairA_N=10_L=2under.dimacs,0.0177559,1,0,0
./egl.pm_100steps_6int_1fract_unfairA_N=10_L=4over.dimacs,0.0161491,1,-1,0
./egl.pm_100steps_6int_1fract_unfairA_N=10_L=4under.dimacs,0.014853,1,-1,0
./egl.pm_100steps_6int_1fract_unfairA_N=7_L=2over.dimacs,0.020068,1,0,0
./egl.pm_100steps_6int_1fract_unfairA_N=7_L=2under.dimacs,0.021235,1,0,0
./egl.pm_100steps_6int_1fract_unfairA_N=7_L=4over.dimacs,0.022035,1,-1,0
./egl.pm_100steps_6int_1fract_unfairA_N=7_L=4under.dimacs,0.0180361,1,-1,0
./egl.pm_31steps_6int_1fract_unfairA_N=5_L=2over.dimacs,0.0105371,1,-1,0
./egl.pm_31steps_6int_1fract_unfairA_N=5_L=2under.dimacs,0.014393,1,-1,0
./egl.pm_60steps_6int_1fract_unfairA_N=5_L=4over.dimacs,0.0181741,1,-1,0
./egl.pm_60steps_6int_1fract_unfairA_N=5_L=4under.dimacs,0.011359,1,-1,0
./herman15.pm_20steps_6int_1fract_stable_over.dimacs,0.0113031,1,-1,0
./herman15.pm_20steps_6int_1fract_stable_under.dimacs,0.0209289,1,-1,0
./herman21.pm_20steps_6int_1fract_stable_over.dimacs,0.013674,1,-1,0
./herman21.pm_20steps_6int_1fract_stable_under.dimacs,0.0188569,1,-1,0
./herman3.pm_20steps_6int_1fract_stable_over.dimacs,0.873398,24018,5,24040
./herman3.pm_20steps_6int_1fract_stable_under.dimacs,0.888769,24018,5,24040
./herman31.pm_20steps_6int_1fract_stable_over.dimacs,0.018299,1,-1,0
./herman31.pm_20steps_6int_1fract_stable_under.dimacs,0.0158881,1,-1,0
./herman41.pm_20steps_6int_1fract_stable_over.dimacs,0.0198,1,-1,0
./herman41.pm_20steps_6int_1fract_stable_under.dimacs,0.015246,1,-1,0
./herman9.pm_20steps_6int_1fract_stable_over.dimacs,14.3658,83626,16,83825
./herman9.pm_20steps_6int_1fract_stable_under.dimacs,14.4951,83626,16,83825
./leader_sync3_2.pm_4steps_7int_1fract_elected_over.dimacs,0.707394,16655,5,16659
./leader_sync3_2.pm_4steps_7int_1fract_elected_under.dimacs,0.715148,16655,5,16659
./leader_sync3_32.pm_4steps_7int_5fract_elected_over.dimacs,5.92573,52542,38,52715
./leader_sync3_32.pm_4steps_7int_5fract_elected_under.dimacs,5.88913,52542,38,52715
./leader_sync3_64.pm_4steps_7int_6fract_elected_over.dimacs,0.0140959,1,-1,0
./leader_sync3_64.pm_4steps_7int_6fract_elected_under.dimacs,0.0140199,1,-1,0
./leader_sync3_8.pm_4steps_7int_3fract_elected_over.dimacs,1.13092,21698,18,21756
./leader_sync3_8.pm_4steps_7int_3fract_elected_under.dimacs,1.17626,21698,18,21756
./leader_sync4_11.pm_5steps_7int_10fract_elected_neg_over.dimacs,0.0199741,1,-1,0
./leader_sync4_11.pm_5steps_7int_10fract_elected_neg_under.dimacs,0.0186681,1,-1,0
./leader_sync4_11.pm_5steps_7int_10fract_elected_over.dimacs,0.018505,1,-1,0
./leader_sync4_11.pm_5steps_7int_10fract_elected_under.dimacs,0.013991,1,-1,0
./leader_sync4_11.pm_5steps_7int_11fract_elected_neg_over.dimacs,0.01988,1,-1,0
./leader_sync4_11.pm_5steps_7int_11fract_elected_neg_under.dimacs,0.0121219,1,-1,0
./leader_sync4_11.pm_5steps_7int_11fract_elected_over.dimacs,0.0179211,1,-1,0
./leader_sync4_11.pm_5steps_7int_11fract_elected_under.dimacs,0.013161,1,-1,0
./leader_sync4_11.pm_5steps_7int_12fract_elected_neg_over.dimacs,0.0146461,1,-1,0
./leader_sync4_11.pm_5steps_7int_12fract_elected_neg_under.dimacs,0.017409,1,-1,0
./leader_sync4_11.pm_5steps_7int_12fract_elected_over.dimacs,0.01983,1,-1,0
./leader_sync4_11.pm_5steps_7int_12fract_elected_under.dimacs,0.0190231,1,-1,0
./leader_sync4_11.pm_5steps_7int_13fract_elected_neg_over.dimacs,0.0139341,1,-1,0
./leader_sync4_11.pm_5steps_7int_13fract_elected_neg_under.dimacs,0.0121889,1,-1,0
./leader_sync4_11.pm_5steps_7int_13fract_elected_over.dimacs,0.0111419,1,-1,0
./leader_sync4_11.pm_5steps_7int_13fract_elected_under.dimacs,0.013032,1,-1,0
./leader_sync4_11.pm_5steps_7int_14fract_elected_neg_over.dimacs,0.0207959,1,-1,0
./leader_sync4_11.pm_5steps_7int_14fract_elected_neg_under.dimacs,0.0190101,1,-1,0
./leader_sync4_11.pm_5steps_7int_14fract_elected_over.dimacs,0.0109509,1,-1,0
./leader_sync4_11.pm_5steps_7int_14fract_elected_under.dimacs,0.0131261,1,-1,0
./leader_sync4_11.pm_5steps_7int_15fract_elected_neg_over.dimacs,0.0199519,1,-1,0
./leader_sync4_11.pm_5steps_7int_15fract_elected_neg_under.dimacs,0.0204011,1,-1,0
./leader_sync4_11.pm_5steps_7int_15fract_elected_over.dimacs,0.011855,1,-1,0
./leader_sync4_11.pm_5steps_7int_15fract_elected_under.dimacs,0.0171119,1,-1,0
./leader_sync4_11.pm_5steps_7int_16fract_elected_neg_over.dimacs,0.013817,1,-1,0
./leader_sync4_11.pm_5steps_7int_16fract_elected_neg_under.dimacs,0.0179439,1,-1,0
./leader_sync4_11.pm_5steps_7int_16fract_elected_over.dimacs,0.0114039,1,-1,0
./leader_sync4_11.pm_5steps_7int_16fract_elected_under.dimacs,0.0113929,1,-1,0
./leader_sync4_11.pm_5steps_7int_17fract_elected_neg_over.dimacs,0.017171,1,-1,0
./leader_sync4_11.pm_5steps_7int_17fract_elected_neg_under.dimacs,0.0146649,1,-1,0
./leader_sync4_11.pm_5steps_7int_17fract_elected_over.dimacs,0.0146121,1,-1,0
./leader_sync4_11.pm_5steps_7int_17fract_elected_under.dimacs,0.018431,1,-1,0
./leader_sync4_11.pm_5steps_7int_18fract_elected_neg_over.dimacs,0.0170801,1,-1,0
./leader_sync4_11.pm_5steps_7int_18fract_elected_neg_under.dimacs,0.0175299,1,-1,0
./leader_sync4_11.pm_5steps_7int_18fract_elected_over.dimacs,0.0178651,1,-1,0
./leader_sync4_11.pm_5steps_7int_18fract_elected_under.dimacs,0.0168619,1,-1,0
./leader_sync4_11.pm_5steps_7int_19fract_elected_neg_over.dimacs,0.0126899,1,-1,0
./leader_sync4_11.pm_5steps_7int_19fract_elected_neg_under.dimacs,0.018492,1,-1,0
./leader_sync4_11.pm_5steps_7int_19fract_elected_over.dimacs,0.0118661,1,-1,0
./leader_sync4_11.pm_5steps_7int_19fract_elected_under.dimacs,0.019458,1,-1,0
./leader_sync4_11.pm_5steps_7int_20fract_elected_neg_over.dimacs,0.015511,1,-1,0
./leader_sync4_11.pm_5steps_7int_20fract_elected_neg_under.dimacs,0.020077,1,-1,0
./leader_sync4_11.pm_5steps_7int_20fract_elected_over.dimacs,0.0121511,1,-1,0
./leader_sync4_11.pm_5steps_7int_20fract_elected_under.dimacs,0.018074,1,-1,0
./leader_sync4_11.pm_5steps_7int_4fract_elected_neg_over.dimacs,4.69263,46677,20,46803
./leader_sync4_11.pm_5steps_7int_4fract_elected_neg_under.dimacs,4.7771,47240,15,47346
./leader_sync4_11.pm_5steps_7int_4fract_elected_over.dimacs,4.66624,46666,23,46798
./leader_sync4_11.pm_5steps_7int_4fract_elected_under.dimacs,4.85771,47230,18,47341
./leader_sync4_11.pm_5steps_7int_5fract_elected_neg_over.dimacs,6.17742,53722,21,53871
./leader_sync4_11.pm_5steps_7int_5fract_elected_neg_under.dimacs,6.06879,54121,19,54283
./leader_sync4_11.pm_5steps_7int_5fract_elected_over.dimacs,6.10652,53710,23,53866
./leader_sync4_11.pm_5steps_7int_5fract_elected_under.dimacs,6.11609,54111,21,54278
./leader_sync4_11.pm_5steps_7int_6fract_elected_neg_over.dimacs,8.25045,60609,20,60805
./leader_sync4_11.pm_5steps_7int_6fract_elected_neg_under.dimacs,7.8122,61571,20,61781
./leader_sync4_11.pm_5steps_7int_6fract_elected_over.dimacs,7.60578,60603,21,60800
./leader_sync4_11.pm_5steps_7int_6fract_elected_under.dimacs,8.14989,61565,23,61776
./leader_sync4_11.pm_5steps_7int_7fract_elected_neg_over.dimacs,9.74157,68411,22,68660
./leader_sync4_11.pm_5steps_7int_7fract_elected_neg_under.dimacs,10.228,70558,20,70816
./leader_sync4_11.pm_5steps_7int_7fract_elected_over.dimacs,9.9117,68396,23,68655
./leader_sync4_11.pm_5steps_7int_7fract_elected_under.dimacs,10.6307,70544,23,70811
./leader_sync4_11.pm_5steps_7int_8fract_elected_neg_over.dimacs,12.8476,77621,22,77925
./leader_sync4_11.pm_5steps_7int_8fract_elected_neg_under.dimacs,13.0788,80073,22,80381
./leader_sync4_11.pm_5steps_7int_8fract_elected_over.dimacs,13.1472,77614,22,77920
./leader_sync4_11.pm_5steps_7int_8fract_elected_under.dimacs,13.3235,80065,23,80376
./leader_sync4_11.pm_5steps_7int_9fract_elected_neg_over.dimacs,0.0165151,1,-1,0
./leader_sync4_11.pm_5steps_7int_9fract_elected_neg_under.dimacs,0.02057,1,-1,0
./leader_sync4_11.pm_5steps_7int_9fract_elected_over.dimacs,0.017406,1,-1,0
./leader_sync4_11.pm_5steps_7int_9fract_elected_under.dimacs,16.5729,89894,23,90237
./leader_sync4_2.pm_5steps_7int_1fract_elected_over.dimacs,1.26776,24955,8,24962
./leader_sync4_2.pm_5steps_7int_1fract_elected_under.dimacs,1.33873,24955,8,24962
./leader_sync4_32.pm_5steps_7int_5fract_elected_over.dimacs,0.0184071,1,-1,0
./leader_sync4_32.pm_5steps_7int_5fract_elected_under.dimacs,0.013794,1,-1,0
./leader_sync4_64.pm_5steps_7int_6fract_elected_over.dimacs,0.0178981,1,-1,0
./leader_sync4_64.pm_5steps_7int_6fract_elected_under.dimacs,0.018548,1,-1,0
./leader_sync4_8.pm_5steps_7int_3fract_elected_over.dimacs,2.79185,34800,18,34889
./leader_sync4_8.pm_5steps_7int_3fract_elected_under.dimacs,2.83991,34800,18,34889
./leader_sync6_2.pm_7steps_7int_1fract_elected_over.dimacs,5.00377,48821,11,48831
./leader_sync6_2.pm_7steps_7int_1fract_elected_under.dimacs,5.02101,48821,11,48831
./leader_sync6_32.pm_7steps_7int_5fract_elected_over.dimacs,0.0196239,1,-1,0
./leader_sync6_32.pm_7steps_7int_5fract_elected_under.dimacs,0.0168291,1,-1,0
./leader_sync6_64.pm_7steps_7int_6fract_elected_over.dimacs,0.0128111,1,-1,0
./leader_sync6_64.pm_7steps_7int_6fract_elected_under.dimacs,0.0134561,1,-1,0
./leader_sync6_8.pm_7steps_7int_3fract_elected_over.dimacs,10.0311,67936,26,68117
./leader_sync6_8.pm_7steps_7int_3fract_elected_under.dimacs,9.91663,67936,26,68117
./log-1.cnf,0.054866,850,12,939
./log-2.cnf,0.755931,1089,165,1337
./log-3.cnf,0.360059,1251,119,1413
./log-4.cnf,0.360765,2088,81,2303
./log-5.cnf,1.5953,2149,184,2701
./nand.pm_100steps_15int_8fract_lessThan10PercentAreErroneous_N=20_K=4over.dimacs,0.0192849,1,0,0
./nand.pm_100steps_15int_8fract_lessThan10PercentAreErroneous_N=20_K=4under.dimacs,0.0137931,1,0,0
./nand.pm_80steps_15int_8fract_lessThan10PercentAreErroneous_N=20_K=2over.dimacs,0.0189129,1,0,0
./nand.pm_80steps_15int_8fract_lessThan10PercentAreErroneous_N=20_K=2under.dimacs,0.0207719,1,0,0
./nand.pm_80steps_15int_8fract_lessThan10PercentAreErroneous_N=20_K=3over.dimacs,0.017627,1,0,0
./nand.pm_80steps_15int_8fract_lessThan10PercentAreErroneous_N=20_K=3under.dimacs,0.0175689,1,0,0
./or-100-10-1-UC-10.cnf,0.023648,192,4,200
./or-100-10-1-UC-20.cnf,0.013581,192,3,200
./or-100-10-1-UC-30.cnf,0.0180929,198,2,200
./or-100-10-1-UC-40.cnf,0.013281,1,0,0
./or-100-10-1-UC-50.cnf,0.0114161,1,0,0
./or-100-10-1-UC-60.cnf,0.0136891,199,2,200
./or-100-10-1.cnf,0.017451,1,0,0
./or-100-10-10-UC-10.cnf,0.0192961,186,4,200
./or-100-10-10-UC-20.cnf,0.0223539,189,4,200
./or-100-10-10-UC-30.cnf,0.0253359,190,4,200
./or-100-10-10-UC-40.cnf,0.0266419,197,3,200
./or-100-10-10-UC-50.cnf,0.0217721,195,3,200
./or-100-10-10-UC-60.cnf,0.0164071,197,3,200
./or-100-10-10.cnf,0.0146661,1,0,0
./or-100-10-2-UC-10.cnf,0.0199499,192,4,200
./or-100-10-2-UC-20.cnf,0.01327,193,4,200
./or-100-10-2-UC-30.cnf,0.029143,191,4,200
./or-100-10-2-UC-40.cnf,0.024647,196,3,200
./or-100-10-2-UC-50.cnf,0.017775,196,3,200
./or-100-10-2-UC-60.cnf,0.0136261,199,2,200
./or-100-10-2.cnf,0.0201899,1,0,0
./or-100-10-3-UC-10.cnf,0.0232609,196,3,200
./or-100-10-3-UC-20.cnf,0.0250259,187,4,200
./or-100-10-3-UC-30.cnf,0.02208,192,3,200
./or-100-10-3-UC-40.cnf,0.016867,196,3,200
./or-100-10-3-UC-50.cnf,0.022923,196,3,200
./or-100-10-3-UC-60.cnf,0.0188861,198,3,200
./or-100-10-3.cnf,0.0153221,1,0,0
./or-100-10-4-UC-10.cnf,0.0235221,198,3,200
./or-100-10-4-UC-20.cnf,0.0249361,198,3,200
./or-100-10-4-UC-30.cnf,0.0132239,196,3,200
./or-100-10-4-UC-40.cnf,0.022277,195,3,200
./or-100-10-4-UC-50.cnf,0.0251451,197,3,200
./or-100-10-4-UC-60.cnf,0.0231891,198,2,200
./or-100-10-4.cnf,0.014094,1,0,0
./or-100-10-5-UC-10.cnf,0.0230141,195,4,200
./or-100-10-5-UC-20.cnf,0.0164721,189,4,200
./or-100-10-5-UC-30.cnf,0.018281,189,4,200
./or-100-10-5-UC-40.cnf,0.0146711,192,4,200
./or-100-10-5-UC-50.cnf,0.020823,198,3,200
./or-100-10-5-UC-60.cnf,0.0224751,199,2,200
./or-100-10-5.cnf,0.0224599,1,0,0
./or-100-10-6-UC-10.cnf,0.0234839,1,0,0
./or-100-10-6-UC-20.cnf,0.0160889,197,3,200
./or-100-10-6-UC-30.cnf,0.0193221,195,3,200
./or-100-10-6-UC-40.cnf,0.0221769,197,2,200
./or-100-10-6-UC-50.cnf,0.013153,197,2,200
./or-100-10-6-UC-60.cnf,0.019141,197,2,200
./or-100-10-6.cnf,0.0177261,1,0,0
./or-100-10-7-UC-10.cnf,0.0160761,190,4,200
./or-100-10-7-UC-20.cnf,0.0224681,190,4,200
./or-100-10-7-UC-30.cnf,0.0173961,192,3,200
./or-100-10-7-UC-40.cnf,0.0244101,195,3,200
./or-100-10-7-UC-50.cnf,0.013782,194,4,200
./or-100-10-7-UC-60.cnf,0.0215939,197,3,200
./or-100-10-7.cnf,0.0145621,1,0,0
./or-100-10-8-UC-10.cnf,0.023234,196,4,200
./or-100-10-8-UC-20.cnf,0.0189781,194,3,200
./or-100-10-8-UC-30.cnf,0.024485,191,3,200
./or-100-10-8-UC-40.cnf,0.0191839,192,3,200
./or-100-10-8-UC-50.cnf,0.021128,192,4,200
./or-100-10-8-UC-60.cnf,0.025387,196,3,200
./or-100-10-8.cnf,0.013403,1,0,0
./or-100-10-9-UC-10.cnf,0.0159829,186,4,200
./or-100-10-9-UC-20.cnf,0.0216361,189,4,200
./or-100-10-9-UC-30.cnf,0.0211259,187,4,200
./or-100-10-9-UC-40.cnf,0.0212021,190,4,200
./or-100-10-9-UC-50.cnf,0.021554,194,4,200
./or-100-10-9-UC-60.cnf,0.0244609,189,4,200
./or-100-10-9.cnf,0.0156189,1,0,0
./or-100-20-1-UC-10.cnf,0.0224291,183,4,200
./or-100-20-1-UC-20.cnf,0.023206,179,4,200
./or-100-20-1-UC-30.cnf,0.0161239,173,4,200
./or-100-20-1-UC-40.cnf,0.0223149,186,4,200
./or-100-20-1-UC-50.cnf,0.022745,194,3,200
./or-100-20-1-UC-60.cnf,0.0152831,194,4,200
./or-100-20-1.cnf,0.018728,1,0,0
./or-100-20-10-UC-10.cnf,0.022134,187,4,200
./or-100-20-10-UC-20.cnf,0.0230981,184,4,200
./or-100-20-10-UC-30.cnf,0.0169429,185,4,200
./or-100-20-10-UC-40.cnf,0.023591,188,5,200
./or-100-20-10-UC-50.cnf,0.023126,191,4,200
./or-100-20-10-UC-60.cnf,0.023968,190,4,200
./or-100-20-10.cnf,0.017536,1,0,0
./or-100-20-2-UC-10.cnf,0.01965,193,4,200
./or-100-20-2-UC-20.cnf,0.015921,183,4,200
./or-100-20-2-UC-30.cnf,0.0207349,186,4,200
./or-100-20-2-UC-40.cnf,0.0197339,185,4,200
./or-100-20-2-UC-50.cnf,0.022719,176,4,200
./or-100-20-2-UC-60.cnf,0.023565,182,5,200
./or-100-20-2.cnf,0.022902,1,0,0
./or-100-20-3-UC-10.cnf,0.0149559,194,4,200
./or-100-20-3-UC-20.cnf,0.023284,187,4,200
./or-100-20-3-UC-30.cnf,0.0145419,180,4,200
./or-100-20-3-UC-40.cnf,0.016608,186,4,200
./or-100-20-3-UC-50.cnf,0.0230179,193,3,200
./or-100-20-3-UC-60.cnf,0.0148101,196,2,200
./or-100-20-3.cnf,0.0124601,1,0,0
./or-100-20-4-UC-10.cnf,0.016141,185,4,200
./or-100-20-4-UC-20.cnf,0.023521,181,4,200
./or-100-20-4-UC-30.cnf,0.0230921,187,5,200
./or-100-20-4-UC-40.cnf,0.0213529,190,4,200
./or-100-20-4-UC-50.cnf,0.0199981,194,4,200
./or-100-20-4-UC-60.cnf,0.0280341,192,4,200
./or-100-20-4.cnf,0.0193149,1,0,0
./or-100-20-5-UC-10.cnf,0.021515,189,4,200
./or-100-20-5-UC-20.cnf,0.0246689,184,4,200
./or-100-20-5-UC-30.cnf,0.0256831,187,4,200
./or-100-20-5-UC-40.cnf,0.0210839,190,4,200
./or-100-20-5-UC-50.cnf,0.0228931,193,4,200
./or-100-20-5-UC-60.cnf,0.017807,195,4,200
./or-100-20-5.cnf,0.014473,1,0,0
./or-100-20-6-UC-10.cnf,0.019792,190,4,200
./or-100-20-6-UC-20.cnf,0.016709,183,4,200
./or-100-20-6-UC-30.cnf,0.017787,185,4,200
./or-100-20-6-UC-40.cnf,0.0203451,189,4,200
./or-100-20-6-UC-50.cnf,0.023778,192,4,200
./or-100-20-6-UC-60.cnf,0.0165099,197,2,200
./or-100-20-6.cnf,0.0153891,1,0,0
./or-100-20-7-UC-10.cnf,0.0228299,188,4,200
./or-100-20-7-UC-20.cnf,0.0170221,178,4,200
./or-100-20-7-UC-30.cnf,0.023172,186,4,200
./or-100-20-7-UC-40.cnf,0.0251461,186,4,200
./or-100-20-7-UC-50.cnf,0.025566,189,5,200
./or-100-20-7-UC-60.cnf,0.020024,191,3,200
./or-100-20-7.cnf,0.0114641,1,0,0
./or-100-20-8-UC-10.cnf,0.022647,189,4,200
./or-100-20-8-UC-20.cnf,0.016309,181,4,200
./or-100-20-8-UC-30.cnf,0.0137761,185,4,200
./or-100-20-8-UC-40.cnf,0.018254,195,4,200
./or-100-20-8-UC-50.cnf,0.0242571,194,4,200
./or-100-20-8-UC-60.cnf,0.0198221,191,4,200
./or-100-20-8.cnf,0.0175419,1,0,0
./or-100-20-9-UC-10.cnf,0.022018,191,4,200
./or-100-20-9-UC-20.cnf,0.0140159,184,4,200
./or-100-20-9-UC-30.cnf,0.0213041,180,4,200
./or-100-20-9-UC-40.cnf,0.0137951,189,4,200
./or-100-20-9-UC-50.cnf,0.019925,195,3,200
./or-100-20-9-UC-60.cnf,0.0222821,195,3,200
./or-100-20-9.cnf,0.018716,1,0,0
./or-100-5-1-UC-10.cnf,0.0180931,197,4,200
./or-100-5-1-UC-20.cnf,0.0203399,196,4,200
./or-100-5-1-UC-30.cnf,0.021388,198,3,200
./or-100-5-1-UC-40.cnf,0.0204251,1,0,0
./or-100-5-1-UC-50.cnf,0.02007,1,0,0
./or-100-5-1-UC-60.cnf,0.0184081,1,0,0
./or-100-5-1.cnf,0.0156419,1,0,0
./or-100-5-10-UC-10.cnf,0.0193491,1,0,0
./or-100-5-10-UC-20.cnf,0.0253581,196,3,200
./or-100-5-10-UC-30.cnf,0.019703,1,0,0
./or-100-5-10-UC-40.cnf,0.021299,1,0,0
./or-100-5-10-UC-50.cnf,0.0184849,1,0,0
./or-100-5-10-UC-60.cnf,0.0182,1,0,0
./or-100-5-10.cnf,0.0161861,1,0,0
./or-100-5-2-UC-10.cnf,0.022323,195,4,200
./or-100-5-2-UC-20.cnf,0.0237789,189,4,200
./or-100-5-2-UC-30.cnf,0.019982,194,3,200
./or-100-5-2-UC-40.cnf,0.0278009,194,3,200
./or-100-5-2-UC-50.cnf,0.022434,196,3,200
./or-100-5-2-UC-60.cnf,0.0138049,199,2,200
./or-100-5-2.cnf,0.0135461,1,0,0
./or-100-5-3-UC-10.cnf,0.0175981,1,0,0
./or-100-5-3-UC-20.cnf,0.017087,1,0,0
./or-100-5-3-UC-30.cnf,0.019082,1,0,0
./or-100-5-3-UC-40.cnf,0.020693,198,3,200
./or-100-5-3-UC-50.cnf,0.019922,1,0,0
./or-100-5-3-UC-60.cnf,0.0152899,1,0,0
./or-100-5-3.cnf,0.013935,1,0,0
./or-100-5-4-UC-10.cnf,0.022992,194,4,200
./or-100-5-4-UC-20.cnf,0.0229829,189,4,200
./or-100-5-4-UC-30.cnf,0.017718,189,4,200
./or-100-5-4-UC-40.cnf,0.0163711,191,4,200
./or-100-5-4-UC-50.cnf,0.025762,196,3,200
./or-100-5-4-UC-60.cnf,0.0190821,197,3,200
./or-100-5-4.cnf,0.0139979,1,0,0
./or-100-5-5-UC-10.cnf,0.014519,191,4,200
./or-100-5-5-UC-20.cnf,0.019074,191,4,200
./or-100-5-5-UC-30.cnf,0.0249471,193,4,200
./or-100-5-5-UC-40.cnf,0.020249,193,4,200
./or-100-5-5-UC-50.cnf,0.024695,195,3,200
./or-100-5-5-UC-60.cnf,0.0154201,195,3,200
./or-100-5-5.cnf,0.020303,1,0,0
./or-100-5-6-UC-10.cnf,0.0187561,1,0,0
./or-100-5-6-UC-20.cnf,0.0157291,198,2,200
./or-100-5-6-UC-30.cnf,0.0185581,1,0,0
